Date      , 20H.Beta.V2_table, 20I.Alpha.V1_table, 20J.Gamma.V3_table, 21A.Delta_table, 21K.Omicron_table, Total_Sequences, 20H.Beta.V2_mutations, 20I.Alpha.V1_mutations, 20J.Gamma.V3_mutations, 21A.Delta_mutations, 21K.Omicron_mutations
2021-04-01,               0.0,                0.0,                2.0,           403.0,               0.0,           405.0,                    20,                     18,                     20,                  20,                    20
2021-04-02,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-04-03,              23.0,                1.0,                0.0,          4108.0,               0.0,          4132.0,                    20,                     18,                     20,                  20,                    20
2021-04-04,              20.0,               23.0,                8.0,             0.0,               0.0,            51.0,                    20,                     18,                     20,                  20,                    20
2021-04-05,               0.0,                0.0,                1.0,            23.0,               0.0,            24.0,                    20,                     18,                     20,                  20,                    20
2021-04-06,               4.0,                0.0,                0.0,          3421.0,               0.0,          3425.0,                    20,                     18,                     20,                  20,                    20
2021-04-07,               0.0,                0.0,                0.0,          2043.0,               0.0,          2043.0,                    20,                     18,                     20,                  20,                    20
2021-04-08,               3.0,                2.0,                3.0,             0.0,               0.0,             8.0,                    20,                     18,                     20,                  20,                    20
2021-04-09,               3.0,                0.0,               23.0,            43.0,               0.0,            69.0,                    20,                     18,                     20,                  20,                    20
2021-04-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-04-11,               0.0,               29.0,               75.0,           105.0,               0.0,           209.0,                    20,                     18,                     20,                  20,                    20
2021-04-12,               0.0,                0.0,                0.0,             6.0,               0.0,             6.0,                    20,                     18,                     20,                  20,                    20
2021-04-13,               0.0,                0.0,                8.0,           380.0,               0.0,           388.0,                    20,                     18,                     20,                  20,                    20
2021-04-14,               0.0,                2.0,                0.0,             0.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-04-15,              13.0,                0.0,               33.0,           183.0,               0.0,           229.0,                    20,                     18,                     20,                  20,                    20
2021-04-16,               0.0,                1.0,                6.0,            31.0,               0.0,            38.0,                    20,                     18,                     20,                  20,                    20
2021-04-17,               0.0,                0.0,              582.0,           157.0,               0.0,           739.0,                    20,                     18,                     20,                  20,                    20
2021-04-18,               0.0,                0.0,               30.0,           201.0,               0.0,           231.0,                    20,                     18,                     20,                  20,                    20
2021-04-19,               1.0,                0.0,                0.0,             0.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-04-20,               7.0,                0.0,               69.0,            88.0,               0.0,           164.0,                    20,                     18,                     20,                  20,                    20
2021-04-21,               0.0,                2.0,               18.0,           555.0,               0.0,           575.0,                    20,                     18,                     20,                  20,                    20
2021-04-22,               0.0,                0.0,                0.0,           262.0,               0.0,           262.0,                    20,                     18,                     20,                  20,                    20
2021-04-23,               0.0,                1.0,                0.0,          3103.0,               0.0,          3104.0,                    20,                     18,                     20,                  20,                    20
2021-04-24,               1.0,                0.0,               14.0,           285.0,               0.0,           300.0,                    20,                     18,                     20,                  20,                    20
2021-04-25,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-04-26,               0.0,                0.0,                0.0,           146.0,               0.0,           146.0,                    20,                     18,                     20,                  20,                    20
2021-04-27,               0.0,                0.0,                0.0,           112.0,               0.0,           112.0,                    20,                     18,                     20,                  20,                    20
2021-04-28,               0.0,                0.0,                0.0,           158.0,               0.0,           158.0,                    20,                     18,                     20,                  20,                    20
2021-04-29,               0.0,                5.0,                0.0,            35.0,               0.0,            40.0,                    20,                     18,                     20,                  20,                    20
2021-04-30,               0.0,                0.0,                0.0,            17.0,               0.0,            17.0,                    20,                     18,                     20,                  20,                    20
2021-05-01,               0.0,                3.0,                5.0,           316.0,               0.0,           324.0,                    20,                     18,                     20,                  20,                    20
2021-05-02,               1.0,                0.0,                0.0,           299.0,               0.0,           300.0,                    20,                     18,                     20,                  20,                    20
2021-05-03,               1.0,                0.0,                0.0,             3.0,               0.0,             4.0,                    20,                     18,                     20,                  20,                    20
2021-05-04,              15.0,                0.0,                0.0,             0.0,               0.0,            15.0,                    20,                     18,                     20,                  20,                    20
2021-05-05,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-06,               0.0,                0.0,                0.0,             6.0,               0.0,             6.0,                    20,                     18,                     20,                  20,                    20
2021-05-07,               0.0,                0.0,               21.0,           156.0,               0.0,           177.0,                    20,                     18,                     20,                  20,                    20
2021-05-08,               1.0,                0.0,                0.0,             0.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-05-09,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-11,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-12,               0.0,                0.0,              298.0,             3.0,               0.0,           301.0,                    20,                     18,                     20,                  20,                    20
2021-05-13,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-14,               0.0,                0.0,                1.0,             0.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-05-15,               0.0,                1.0,                0.0,             0.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-05-16,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-17,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-18,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-19,               0.0,               11.0,                4.0,             0.0,               0.0,            15.0,                    20,                     18,                     20,                  20,                    20
2021-05-20,               0.0,                0.0,                0.0,            27.0,               0.0,            27.0,                    20,                     18,                     20,                  20,                    20
2021-05-21,               0.0,                0.0,                0.0,            23.0,               0.0,            23.0,                    20,                     18,                     20,                  20,                    20
2021-05-22,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-23,               1.0,                0.0,                0.0,             0.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-05-24,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-25,               0.0,                0.0,                0.0,           741.0,               0.0,           741.0,                    20,                     18,                     20,                  20,                    20
2021-05-26,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-27,               5.0,                1.0,                0.0,             6.0,               0.0,            12.0,                    20,                     18,                     20,                  20,                    20
2021-05-28,               0.0,                2.0,                0.0,             0.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-05-29,               0.0,                0.0,                0.0,           102.0,               0.0,           102.0,                    20,                     18,                     20,                  20,                    20
2021-05-30,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-05-31,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-01,               0.0,                0.0,                0.0,            16.0,               0.0,            16.0,                    20,                     18,                     20,                  20,                    20
2021-06-02,               2.0,                6.0,                0.0,            23.0,               0.0,            31.0,                    20,                     18,                     20,                  20,                    20
2021-06-03,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-04,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-05,               0.0,                0.0,                0.0,             9.0,               0.0,             9.0,                    20,                     18,                     20,                  20,                    20
2021-06-06,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-07,               0.0,                7.0,                0.0,             0.0,               0.0,             7.0,                    20,                     18,                     20,                  20,                    20
2021-06-08,               0.0,                0.0,                0.0,            72.0,               0.0,            72.0,                    20,                     18,                     20,                  20,                    20
2021-06-09,               3.0,                0.0,                0.0,             0.0,               0.0,             3.0,                    20,                     18,                     20,                  20,                    20
2021-06-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-11,               0.0,                0.0,                0.0,            11.0,               0.0,            11.0,                    20,                     18,                     20,                  20,                    20
2021-06-12,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-13,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-14,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-15,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-16,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-06-17,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-18,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-19,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-20,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-21,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-22,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-23,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-24,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-25,               0.0,                0.0,                0.0,            33.0,               0.0,            33.0,                    20,                     18,                     20,                  20,                    20
2021-06-26,               0.0,                0.0,                0.0,             8.0,               0.0,             8.0,                    20,                     18,                     20,                  20,                    20
2021-06-27,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-06-28,               0.0,                0.0,                0.0,            13.0,               0.0,            13.0,                    20,                     18,                     20,                  20,                    20
2021-06-29,               0.0,                0.0,                0.0,             7.0,               0.0,             7.0,                    20,                     18,                     20,                  20,                    20
2021-06-30,               0.0,                0.0,                0.0,            12.0,               0.0,            12.0,                    20,                     18,                     20,                  20,                    20
2021-07-01,               0.0,                0.0,                0.0,             4.0,               0.0,             4.0,                    20,                     18,                     20,                  20,                    20
2021-07-02,               0.0,                0.0,                0.0,            17.0,               0.0,            17.0,                    20,                     18,                     20,                  20,                    20
2021-07-03,               0.0,                0.0,                0.0,            19.0,               0.0,            19.0,                    20,                     18,                     20,                  20,                    20
2021-07-04,               0.0,                0.0,                1.0,           122.0,               0.0,           123.0,                    20,                     18,                     20,                  20,                    20
2021-07-05,               0.0,                0.0,                1.0,            20.0,               0.0,            21.0,                    20,                     18,                     20,                  20,                    20
2021-07-06,              14.0,                0.0,                0.0,           108.0,               0.0,           122.0,                    20,                     18,                     20,                  20,                    20
2021-07-07,               0.0,                4.0,                2.0,             6.0,               0.0,            12.0,                    20,                     18,                     20,                  20,                    20
2021-07-08,               0.0,                0.0,                0.0,             9.0,               0.0,             9.0,                    20,                     18,                     20,                  20,                    20
2021-07-09,               0.0,                0.0,                0.0,             2.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-07-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-11,               0.0,                0.0,                0.0,             4.0,               0.0,             4.0,                    20,                     18,                     20,                  20,                    20
2021-07-12,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-13,               0.0,                0.0,                0.0,            18.0,               0.0,            18.0,                    20,                     18,                     20,                  20,                    20
2021-07-14,               0.0,                0.0,                0.0,             9.0,               0.0,             9.0,                    20,                     18,                     20,                  20,                    20
2021-07-15,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-16,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-17,               0.0,                0.0,                0.0,             2.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-07-18,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-19,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-20,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-21,               0.0,                0.0,                0.0,            11.0,               0.0,            11.0,                    20,                     18,                     20,                  20,                    20
2021-07-22,               0.0,                0.0,                5.0,             0.0,               0.0,             5.0,                    20,                     18,                     20,                  20,                    20
2021-07-23,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-07-24,               0.0,                0.0,                1.0,             0.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-07-25,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-26,               1.0,                0.0,                0.0,             6.0,               0.0,             7.0,                    20,                     18,                     20,                  20,                    20
2021-07-27,               0.0,                0.0,                3.0,             0.0,               0.0,             3.0,                    20,                     18,                     20,                  20,                    20
2021-07-28,               0.0,                0.0,                0.0,             3.0,               0.0,             3.0,                    20,                     18,                     20,                  20,                    20
2021-07-29,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-30,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-07-31,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-01,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-02,               0.0,                0.0,                0.0,             2.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-08-03,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-04,               0.0,                0.0,                0.0,            28.0,               0.0,            28.0,                    20,                     18,                     20,                  20,                    20
2021-08-05,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-06,               0.0,                0.0,                0.0,             5.0,               0.0,             5.0,                    20,                     18,                     20,                  20,                    20
2021-08-07,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-08,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-09,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-11,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-08-12,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-13,               0.0,                0.0,                0.0,             5.0,               0.0,             5.0,                    20,                     18,                     20,                  20,                    20
2021-08-14,               0.0,                0.0,                0.0,             3.0,               0.0,             3.0,                    20,                     18,                     20,                  20,                    20
2021-08-15,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-16,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-17,               0.0,                0.0,                0.0,             4.0,               0.0,             4.0,                    20,                     18,                     20,                  20,                    20
2021-08-18,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-19,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-20,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-21,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-08-22,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-23,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-24,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-25,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-08-26,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-08-27,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-28,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-29,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-08-30,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-08-31,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-01,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-02,               0.0,                0.0,               27.0,             0.0,               0.0,            27.0,                    20,                     18,                     20,                  20,                    20
2021-09-03,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-04,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-05,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-06,               0.0,                0.0,                0.0,            17.0,               0.0,            17.0,                    20,                     18,                     20,                  20,                    20
2021-09-07,               0.0,                0.0,                2.0,             0.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-09-08,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-09,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-11,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-12,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-13,               0.0,                0.0,                0.0,             2.0,               0.0,             2.0,                    20,                     18,                     20,                  20,                    20
2021-09-14,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-09-15,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-16,               0.0,                0.0,                0.0,            40.0,               0.0,            40.0,                    20,                     18,                     20,                  20,                    20
2021-09-17,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-18,               0.0,                0.0,                0.0,             1.0,               0.0,             1.0,                    20,                     18,                     20,                  20,                    20
2021-09-19,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-20,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-21,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-22,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-23,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-24,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-25,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-26,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-27,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-28,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-29,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-09-30,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-01,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-02,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-03,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-04,               0.0,                0.0,                0.0,             9.0,               0.0,             9.0,                    20,                     18,                     20,                  20,                    20
2021-10-05,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-06,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-07,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-08,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-09,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-10,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-11,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-12,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-13,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-14,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-15,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-16,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-17,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-18,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-19,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-20,               0.0,                0.0,                0.0,             0.0,            7589.0,          7589.0,                    20,                     18,                     20,                  20,                    20
2021-10-21,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-22,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-23,               0.0,                0.0,                0.0,             0.0,          845356.0,        845356.0,                    20,                     18,                     20,                  20,                    20
2021-10-24,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-25,               0.0,                0.0,                0.0,             0.0,            7125.0,          7125.0,                    20,                     18,                     20,                  20,                    20
2021-10-26,               0.0,                0.0,                0.0,             0.0,            2750.0,          2750.0,                    20,                     18,                     20,                  20,                    20
2021-10-27,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-28,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-29,               0.0,                0.0,                0.0,             0.0,             491.0,           491.0,                    20,                     18,                     20,                  20,                    20
2021-10-30,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-10-31,               0.0,                0.0,                0.0,             0.0,           46185.0,         46185.0,                    20,                     18,                     20,                  20,                    20
2021-11-01,               0.0,                0.0,                0.0,             0.0,            2904.0,          2904.0,                    20,                     18,                     20,                  20,                    20
2021-11-02,               0.0,                0.0,                0.0,             1.0,          654994.0,        654995.0,                    20,                     18,                     20,                  20,                    20
2021-11-03,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-04,               0.0,                0.0,                0.0,             0.0,            4207.0,          4207.0,                    20,                     18,                     20,                  20,                    20
2021-11-05,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-06,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-07,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-08,               0.0,                0.0,                0.0,             0.0,           44047.0,         44047.0,                    20,                     18,                     20,                  20,                    20
2021-11-09,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-10,               0.0,                0.0,                0.0,             0.0,            1312.0,          1312.0,                    20,                     18,                     20,                  20,                    20
2021-11-11,               0.0,                0.0,                0.0,             0.0,            1138.0,          1138.0,                    20,                     18,                     20,                  20,                    20
2021-11-12,               0.0,                0.0,                0.0,             0.0,           79831.0,         79831.0,                    20,                     18,                     20,                  20,                    20
2021-11-13,               0.0,                0.0,                0.0,             0.0,           16827.0,         16827.0,                    20,                     18,                     20,                  20,                    20
2021-11-14,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-15,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-16,               0.0,                0.0,                0.0,             0.0,           41427.0,         41427.0,                    20,                     18,                     20,                  20,                    20
2021-11-17,               0.0,                0.0,                0.0,             0.0,          130239.0,        130239.0,                    20,                     18,                     20,                  20,                    20
2021-11-18,               0.0,                0.0,                0.0,             0.0,            1249.0,          1249.0,                    20,                     18,                     20,                  20,                    20
2021-11-19,               0.0,                0.0,                0.0,             0.0,           51327.0,         51327.0,                    20,                     18,                     20,                  20,                    20
2021-11-20,               0.0,                0.0,                0.0,             0.0,           14534.0,         14534.0,                    20,                     18,                     20,                  20,                    20
2021-11-21,               0.0,                0.0,                0.0,             0.0,           98666.0,         98666.0,                    20,                     18,                     20,                  20,                    20
2021-11-22,               0.0,                0.0,                0.0,             0.0,               0.0,             0.0,                    20,                     18,                     20,                  20,                    20
2021-11-23,               0.0,                0.0,                0.0,             0.0,            6467.0,          6467.0,                    20,                     18,                     20,                  20,                    20
2021-11-24,               0.0,                0.0,                1.0,             0.0,           22470.0,         22471.0,                    20,                     18,                     20,                  20,                    20
2021-11-25,               0.0,                0.0,                0.0,             0.0,           42620.0,         42620.0,                    20,                     18,                     20,                  20,                    20
2021-11-26,               0.0,                0.0,                0.0,             0.0,           20622.0,         20622.0,                    20,                     18,                     20,                  20,                    20
2021-11-27,               0.0,                0.0,                0.0,             0.0,           82277.0,         82277.0,                    20,                     18,                     20,                  20,                    20
2021-11-28,               0.0,                0.0,                0.0,             0.0,            6055.0,          6055.0,                    20,                     18,                     20,                  20,                    20
